"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
66,"Magisterial District Judge 05-02-03 (Vote For 1)","WRITE-IN","",38,0.62,28462,6843,46,46,"0","0"
67,"Magisterial District Judge 05-02-05 (Vote For 1)","Carolyn Saldari Bengel","D/R",2680,98.28,13526,3085,23,23,"0","0"
68,"Magisterial District Judge 05-02-05 (Vote For 1)","WRITE-IN","",47,1.72,13526,3085,23,23,"0","0"
69,"Magisterial District Judge 05-02-07 (Vote For 1)","Jeffrey L. Herbst","D/R",5301,99.34,22917,6003,28,28,"0","0"
70,"Magisterial District Judge 05-02-07 (Vote For 1)","WRITE-IN","",35,0.66,22917,6003,28,28,"0","0"
71,"Magisterial District Judge 05-02-08 (Vote For 1)","Thomas P. Caulfield","D/R",4311,99.49,17037,4858,26,26,"0","0"
72,"Magisterial District Judge 05-02-08 (Vote For 1)","WRITE-IN","",22,0.51,17037,4858,26,26,"0","0"
73,"Magisterial District Judge 05-02-10 (Vote For 1)","Kim M. Coles-Hoots","Dem",2763,75.55,16059,3800,20,20,"0","0"
74,"Magisterial District Judge 05-02-10 (Vote For 1)","Marc V. Taiani","Rep",550,15.04,16059,3800,20,20,"0","0"
75,"Magisterial District Judge 05-02-10 (Vote For 1)","Kathy Firestine","Ind",339,9.27,16059,3800,20,20,"0","0"
76,"Magisterial District Judge 05-02-10 (Vote For 1)","WRITE-IN","",5,0.14,16059,3800,20,20,"0","0"
77,"Magisterial District Judge 05-02-12 (Vote For 1)","William K. Wagner","D/R",8334,99.31,38658,9683,36,36,"0","0"
78,"Magisterial District Judge 05-02-12 (Vote For 1)","WRITE-IN","",58,0.69,38658,9683,36,36,"0","0"
79,"Magisterial District Judge 05-02-15 (Vote For 1)","Thomas Torkowsky","D/R",2136,99.07,11938,2457,21,21,"0","0"
80,"Magisterial District Judge 05-02-15 (Vote For 1)","WRITE-IN","",20,0.93,11938,2457,21,21,"0","0"
81,"Magisterial District Judge 05-02-16 (Vote For 1)","Michael W. Thatcher","D/R",4752,98.92,24002,5509,31,31,"0","0"
82,"Magisterial District Judge 05-02-16 (Vote For 1)","WRITE-IN","",52,1.08,24002,5509,31,31,"0","0"
83,"Magisterial District Judge 05-02-23 (Vote For 1)","Jack Kobistek","D/R",3091,98.98,13626,3476,20,20,"0","0"
84,"Magisterial District Judge 05-02-23 (Vote For 1)","WRITE-IN","",32,1.02,13626,3476,20,20,"0","0"
85,"Magisterial District Judge 05-02-27 (Vote For 1)","Gene Ricciardi","Dem",3089,98.75,31435,3497,38,38,"0","0"
86,"Magisterial District Judge 05-02-27 (Vote For 1)","WRITE-IN","",39,1.25,31435,3497,38,38,"0","0"
87,"Magisterial District Judge 05-02-31 (Vote For 1)","Ron Costa, Sr.","D/R",3523,44.57,29614,8135,50,50,"0","0"
88,"Magisterial District Judge 05-02-31 (Vote For 1)","Mik Pappas","Ind",4373,55.33,29614,8135,50,50,"0","0"
89,"Magisterial District Judge 05-02-31 (Vote For 1)","WRITE-IN","",8,0.10,29614,8135,50,50,"0","0"
90,"Magisterial District Judge 05-02-32 (Vote For 1)","Linda I. Zucco","D/R",6650,99.28,24348,7608,27,27,"0","0"
91,"Magisterial District Judge 05-02-32 (Vote For 1)","WRITE-IN","",48,0.72,24348,7608,27,27,"0","0"
92,"Magisterial District Judge 05-02-35 (Vote For 1)","Dan Butler","D/R",9659,99.18,43841,11007,55,55,"0","0"
93,"Magisterial District Judge 05-02-35 (Vote For 1)","WRITE-IN","",80,0.82,43841,11007,55,55,"0","0"
94,"Magisterial District Judge 05-02-36 (Vote For 1)","James J. Hanley, Jr.","Dem",2456,99.31,12893,2857,26,26,"0","0"
95,"Magisterial District Judge 05-02-36 (Vote For 1)","WRITE-IN","",17,0.69,12893,2857,26,26,"0","0"
96,"Magisterial District Judge 05-02-43 (Vote For 1)","Carla Swearingen-Batch","D/R",3696,99.41,17232,4177,16,16,"0","0"
97,"Magisterial District Judge 05-02-43 (Vote For 1)","WRITE-IN","",22,0.59,17232,4177,16,16,"0","0"
98,"Magisterial District Judge 05-03-02 (Vote For 1)","Bob Ford","D/R",4840,96.68,21573,5663,25,25,"0","0"
99,"Magisterial District Judge 05-03-02 (Vote For 1)","WRITE-IN","",166,3.32,21573,5663,25,25,"0","0"
100,"Magisterial District Judge 05-03-03 (Vote For 1)","David J. Sosovicka","D/R",1935,99.43,7787,2194,11,11,"0","0"
101,"Magisterial District Judge 05-03-03 (Vote For 1)","WRITE-IN","",11,0.57,7787,2194,11,11,"0","0"
102,"Magisterial District Judge 05-03-06 (Vote For 1)","Bruce J. Boni","D/R",1204,98.93,8525,1391,18,18,"0","0"
103,"Magisterial District Judge 05-03-06 (Vote For 1)","WRITE-IN","",13,1.07,8525,1391,18,18,"0","0"
104,"Magisterial District Judge 05-03-13 (Vote For 1)","Randy C. Martini","D/R",3090,99.29,17176,3465,29,29,"0","0"
105,"Magisterial District Judge 05-03-13 (Vote For 1)","WRITE-IN","",22,0.71,17176,3465,29,29,"0","0"
106,"Magisterial District Judge 05-03-14 (Vote For 1)","Richard G. King","D/R",3073,98.97,21119,3495,40,40,"0","0"
107,"Magisterial District Judge 05-03-14 (Vote For 1)","WRITE-IN","",32,1.03,21119,3495,40,40,"0","0"
108,"School Director At Large v3 t4 STEEL VALLEY (Vote For 3)","Coyleen Steele","D/R",1731,31.88,11938,2457,21,21,"0","0"
109,"School Director At Large v3 t4 STEEL VALLEY (Vote For 3)","Bill Blick","D/R",1838,33.86,11938,2457,21,21,"0","0"
110,"School Director At Large v3 t4 STEEL VALLEY (Vote For 3)","Kathleen M. Ligeros","D/R",1838,33.86,11938,2457,21,21,"0","0"
111,"School Director At Large v3 t4 STEEL VALLEY (Vote For 3)","WRITE-IN","",22,0.41,11938,2457,21,21,"0","0"
112,"School Director At-Large V2 T4 STO-ROX (Vote For 2)","Tyler Kochirka","Dem",931,48.95,8525,1391,18,18,"0","0"
113,"School Director At-Large V2 T4 STO-ROX (Vote For 2)","Patrick F. Dorrenbacher","Dem",929,48.84,8525,1391,18,18,"0","0"
114,"School Director At-Large V2 T4 STO-ROX (Vote For 2)","WRITE-IN","",42,2.21,8525,1391,18,18,"0","0"
115,"School Director At-Large v1 t2 STEEL VALLEY (Vote For 1)","Thomas Olson","D/R",2085,99.62,11938,2457,21,21,"0","0"
116,"School Director At-Large v1 t2 STEEL VALLEY (Vote For 1)","WRITE-IN","",8,0.38,11938,2457,21,21,"0","0"
117,"School Director At-Large v1 t2 STO-ROX (Vote For 1)","Cheri Zielinski","Dem",1012,98.35,8525,1391,18,18,"0","0"
118,"School Director At-Large v1 t2 STO-ROX (Vote For 1)","WRITE-IN","",17,1.65,8525,1391,18,18,"0","0"
119,"School Director ALLEGHENY VALLEY (Vote For 4)","Nino Pollino","D/R",1380,22.33,7039,2033,10,10,"0","0"
120,"School Director ALLEGHENY VALLEY (Vote For 4)","Larry W. Pollick","D/R",1281,20.73,7039,2033,10,10,"0","0"
121,"School Director ALLEGHENY VALLEY (Vote For 4)","Shawn Whelan","D/R",1368,22.14,7039,2033,10,10,"0","0"
122,"School Director ALLEGHENY VALLEY (Vote For 4)","Joelle M. McFarland","Dem",1110,17.96,7039,2033,10,10,"0","0"
123,"School Director ALLEGHENY VALLEY (Vote For 4)","Shawn Fitzgerald, Jr.","Rep",1001,16.20,7039,2033,10,10,"0","0"
124,"School Director ALLEGHENY VALLEY (Vote For 4)","WRITE-IN","",40,0.65,7039,2033,10,10,"0","0"
125,"School Director AVONWORTH (Vote For 4)","Sandra M. Bolain","D/R",1826,21.87,8735,2629,9,9,"0","0"
126,"School Director AVONWORTH (Vote For 4)","Victoria Carlson","D/R",1841,22.05,8735,2629,9,9,"0","0"
127,"School Director AVONWORTH (Vote For 4)","Renae L. Daniels-Simmons","Dem",1377,16.49,8735,2629,9,9,"0","0"
128,"School Director AVONWORTH (Vote For 4)","Patrick B. Stewart","D/R",1842,22.06,8735,2629,9,9,"0","0"
129,"School Director AVONWORTH (Vote For 4)","Beau Blaser","Rep",1447,17.33,8735,2629,9,9,"0","0"
130,"School Director AVONWORTH (Vote For 4)","WRITE-IN","",17,0.20,8735,2629,9,9,"0","0"
131,"School Director BALDWIN WHITEHALL (Vote For 4)","Karen L. Brown","D/R",4491,25.71,27286,6176,38,38,"0","0"
132,"School Director BALDWIN WHITEHALL (Vote For 4)","Louise Mancuso Wolf","D/R",4315,24.70,27286,6176,38,38,"0","0"
133,"School Director BALDWIN WHITEHALL (Vote For 4)","David J. Solenday","D/R",4354,24.93,27286,6176,38,38,"0","0"
134,"School Director BALDWIN WHITEHALL (Vote For 4)","Gerald G. Pantone","D/R",4250,24.33,27286,6176,38,38,"0","0"
135,"School Director BALDWIN WHITEHALL (Vote For 4)","WRITE-IN","",57,0.33,27286,6176,38,38,"0","0"
136,"School Director BETHEL PARK (Vote For 4)","Pamela Dobos","D/R",5046,21.05,25518,7054,29,29,"0","0"
137,"School Director BETHEL PARK (Vote For 4)","Ken Nagel","D/R",4999,20.86,25518,7054,29,29,"0","0"
138,"School Director BETHEL PARK (Vote For 4)","Connie H. Ruhl","Dem",2978,12.43,25518,7054,29,29,"0","0"
139,"School Director BETHEL PARK (Vote For 4)","Cindy Buckley","D/R",3887,16.22,25518,7054,29,29,"0","0"
140,"School Director BETHEL PARK (Vote For 4)","Russ Spicuzza","Rep",2864,11.95,25518,7054,29,29,"0","0"
141,"School Director BETHEL PARK (Vote For 4)","WRITE-IN","",4192,17.49,25518,7054,29,29,"0","0"
142,"School Director BRENTWOOD (Vote For 4)","Donna J. Werner","D/R",985,26.07,6672,1300,10,10,"0","0"
143,"School Director BRENTWOOD (Vote For 4)","Kristie Kraeuter","D/R",997,26.39,6672,1300,10,10,"0","0"
144,"School Director BRENTWOOD (Vote For 4)","Gary P. Topolosky","D/R",866,22.92,6672,1300,10,10,"0","0"
145,"School Director BRENTWOOD (Vote For 4)","Dale W. Johnson","D/R",885,23.43,6672,1300,10,10,"0","0"
146,"School Director BRENTWOOD (Vote For 4)","WRITE-IN","",45,1.19,6672,1300,10,10,"0","0"
147,"School Director CARLYNTON (Vote For 4)","LeeAnne Mitchell O'Brien","D/R",1802,25.59,10289,2372,15,15,"0","0"
148,"School Director CARLYNTON (Vote For 4)","Christine Simcic","D/R",1785,25.34,10289,2372,15,15,"0","0"
149,"School Director CARLYNTON (Vote For 4)","Joseph C. Appel","D/R",1737,24.66,10289,2372,15,15,"0","0"
150,"School Director CARLYNTON (Vote For 4)","Caleb Richardson","D/R",1695,24.07,10289,2372,15,15,"0","0"
151,"School Director CARLYNTON (Vote For 4)","WRITE-IN","",24,0.34,10289,2372,15,15,"0","0"
152,"School Director CHARTIERS VALLEY (Vote For 4)","Julie S. Murphy","D/R",4266,25.76,22243,5792,29,29,"0","0"
153,"School Director CHARTIERS VALLEY (Vote For 4)","Anthony J. Mazzarini, Jr.","D/R",4236,25.58,22243,5792,29,29,"0","0"
154,"School Director CHARTIERS VALLEY (Vote For 4)","Brian Kopec","D/R",4021,24.28,22243,5792,29,29,"0","0"
155,"School Director CHARTIERS VALLEY (Vote For 4)","Eric Mark Kraemer","D/R",3978,24.02,22243,5792,29,29,"0","0"
156,"School Director CHARTIERS VALLEY (Vote For 4)","WRITE-IN","",57,0.34,22243,5792,29,29,"0","0"
157,"School Director CORNELL (Vote For 4)","Robert A. Dinell, Jr.","D/R",921,25.87,4735,1223,10,10,"0","0"
158,"School Director CORNELL (Vote For 4)","Stephanie A. Mazzocco","D/R",895,25.14,4735,1223,10,10,"0","0"
159,"School Director CORNELL (Vote For 4)","Charles Blackstone","D/R",880,24.72,4735,1223,10,10,"0","0"
160,"School Director CORNELL (Vote For 4)","Darlene Abbott","D/R",844,23.71,4735,1223,10,10,"0","0"
161,"School Director CORNELL (Vote For 4)","WRITE-IN","",20,0.56,4735,1223,10,10,"0","0"
162,"School Director DEER LAKES (Vote For 4)","Kristi Minnick","D/R",1932,26.66,9811,2475,11,11,"0","0"
163,"School Director DEER LAKES (Vote For 4)","Phillip Ziendarski","D/R",1765,24.35,9811,2475,11,11,"0","0"
164,"School Director DEER LAKES (Vote For 4)","Vic Laurenza, Jr.","D/R",1765,24.35,9811,2475,11,11,"0","0"
165,"School Director DEER LAKES (Vote For 4)","Eric J. Bieniek","D/R",1758,24.25,9811,2475,11,11,"0","0"
166,"School Director DEER LAKES (Vote For 4)","WRITE-IN","",28,0.39,9811,2475,11,11,"0","0"
167,"School Director DUQUESNE (Vote For 4)","DeWayne Tucker","Dem",744,34.24,3874,990,10,10,"0","0"
168,"School Director DUQUESNE (Vote For 4)","Rosia M. Reid","Dem",723,33.27,3874,990,10,10,"0","0"
169,"School Director DUQUESNE (Vote For 4)","Laura E. Elmore","Dem",683,31.43,3874,990,10,10,"0","0"
170,"School Director DUQUESNE (Vote For 4)","WRITE-IN","",23,1.06,3874,990,10,10,"0","0"
171,"School Director ELIZABETH FORWARD (Vote For 4)","Dorothy A. Wycoff","D/R",2339,21.33,12325,3712,16,16,"0","0"
172,"School Director ELIZABETH FORWARD (Vote For 4)","Jamie O. Evans","D/R",2533,23.10,12325,3712,16,16,"0","0"
173,"School Director ELIZABETH FORWARD (Vote For 4)","Ryan O. Hemminger","D/R",2415,22.02,12325,3712,16,16,"0","0"
174,"School Director ELIZABETH FORWARD (Vote For 4)","Philip Martell","Dem",1337,12.19,12325,3712,16,16,"0","0"
175,"School Director ELIZABETH FORWARD (Vote For 4)","Richard Cummings, Jr.","Rep",1815,16.55,12325,3712,16,16,"0","0"
176,"School Director ELIZABETH FORWARD (Vote For 4)","WRITE-IN","",528,4.81,12325,3712,16,16,"0","0"
177,"School Director FORT CHERRY (Vote For 4)","Jeanine Robinson Miles","D/R",25,20.49,212,41,1,1,"0","0"
178,"School Director FORT CHERRY (Vote For 4)","Cynthia Eger Gaskill","D/R",25,20.49,212,41,1,1,"0","0"
179,"School Director FORT CHERRY (Vote For 4)","Eugene Briggs","D/R",28,22.95,212,41,1,1,"0","0"
180,"School Director FORT CHERRY (Vote For 4)","Dawn Fiori","D/R",25,20.49,212,41,1,1,"0","0"
181,"School Director FORT CHERRY (Vote For 4)","Cory Matchett","Fcs",19,15.57,212,41,1,1,"0","0"
182,"School Director FORT CHERRY (Vote For 4)","WRITE-IN","",0,0.00,212,41,1,1,"0","0"
183,"School Director GATEWAY (Vote For 4)","Jesse R. Kalkstein","D/R",4739,27.63,22917,6003,28,28,"0","0"
184,"School Director GATEWAY (Vote For 4)","Scott Williams","D/R",4270,24.89,22917,6003,28,28,"0","0"
185,"School Director GATEWAY (Vote For 4)","Rick McIntyre","D/R",4096,23.88,22917,6003,28,28,"0","0"
186,"School Director GATEWAY (Vote For 4)","Brian Goppman","D/R",3988,23.25,22917,6003,28,28,"0","0"
187,"School Director GATEWAY (Vote For 4)","WRITE-IN","",60,0.35,22917,6003,28,28,"0","0"
188,"School Director HAMPTON (Vote For 4)","Jill Hamlin","D/R",3069,25.78,13914,3802,13,13,"0","0"
189,"School Director HAMPTON (Vote For 4)","Denise Balason","D/R",2931,24.62,13914,3802,13,13,"0","0"
190,"School Director HAMPTON (Vote For 4)","Gail V. Litwiler","D/R",2967,24.93,13914,3802,13,13,"0","0"
191,"School Director HAMPTON (Vote For 4)","Greg Stein","D/R",2900,24.36,13914,3802,13,13,"0","0"
192,"School Director HAMPTON (Vote For 4)","WRITE-IN","",36,0.30,13914,3802,13,13,"0","0"
193,"School Director MCKEESPORT AREA (Vote For 4)","Tom Filotei","Dem",2531,24.33,20545,4231,45,45,"0","0"
194,"School Director MCKEESPORT AREA (Vote For 4)","Ivan Hampton","Dem",2475,23.80,20545,4231,45,45,"0","0"
195,"School Director MCKEESPORT AREA (Vote For 4)","David G. Donato","Dem",2524,24.27,20545,4231,45,45,"0","0"
196,"School Director MCKEESPORT AREA (Vote For 4)","Jim Poston","D/R",2804,26.96,20545,4231,45,45,"0","0"
197,"School Director MCKEESPORT AREA (Vote For 4)","WRITE-IN","",67,0.64,20545,4231,45,45,"0","0"
198,"School Director MOON AREA (Vote For 4)","Michael A. Hauser","D/R",3290,26.20,19988,4170,15,15,"0","0"
199,"School Director MOON AREA (Vote For 4)","Jerry Testa","D/R",3172,25.26,19988,4170,15,15,"0","0"
200,"School Director MOON AREA (Vote For 4)","Cloie Blair","D/R",2966,23.62,19988,4170,15,15,"0","0"
201,"School Director MOON AREA (Vote For 4)","Matthew Dugan","D/R",3052,24.30,19988,4170,15,15,"0","0"
202,"School Director MOON AREA (Vote For 4)","WRITE-IN","",79,0.63,19988,4170,15,15,"0","0"
203,"School Director MT LEBANON (Vote For 4)","Michael J. Riemer","Dem",5157,17.98,26464,8217,38,38,"0","0"
204,"School Director MT LEBANON (Vote For 4)","Aviva Diamond","Dem",4809,16.76,26464,8217,38,38,"0","0"
205,"School Director MT LEBANON (Vote For 4)","Stephen Strotmeyer","Dem",4892,17.05,26464,8217,38,38,"0","0"
206,"School Director MT LEBANON (Vote For 4)","Elaine L. Cappucci","D/R",5217,18.19,26464,8217,38,38,"0","0"
207,"School Director MT LEBANON (Vote For 4)","Kathleen B. Caste","Rep",3050,10.63,26464,8217,38,38,"0","0"
208,"School Director MT LEBANON (Vote For 4)","Daniel L. Remely","Rep",2708,9.44,26464,8217,38,38,"0","0"
209,"School Director MT LEBANON (Vote For 4)","Mary D. Birks","Rep",2808,9.79,26464,8217,38,38,"0","0"
210,"School Director MT LEBANON (Vote For 4)","WRITE-IN","",46,0.16,26464,8217,38,38,"0","0"
211,"School Director NORTH ALLEGHENY (Vote For 4)","Allyson M. Minton","Dem",5640,16.58,39859,10429,37,37,"0","0"
212,"School Director NORTH ALLEGHENY (Vote For 4)","David N. Kreiling","Dem",4127,12.13,39859,10429,37,37,"0","0"
213,"School Director NORTH ALLEGHENY (Vote For 4)","Richard McClure","D/R",7123,20.94,39859,10429,37,37,"0","0"
214,"School Director NORTH ALLEGHENY (Vote For 4)","Scott E. Russell","D/R",6964,20.47,39859,10429,37,37,"0","0"
215,"School Director NORTH ALLEGHENY (Vote For 4)","Bruce Martindale","Rep",4917,14.46,39859,10429,37,37,"0","0"
216,"School Director NORTH ALLEGHENY (Vote For 4)","Andrew Chomos","Rep",5208,15.31,39859,10429,37,37,"0","0"
217,"School Director NORTH ALLEGHENY (Vote For 4)","WRITE-IN","",35,0.10,39859,10429,37,37,"0","0"
218,"School Director NORTH HILLS (Vote For 4)","Sandra Kozera","Dem",4415,16.10,28581,7925,40,40,"0","0"
219,"School Director NORTH HILLS (Vote For 4)","Allison Mathis","Dem",4236,15.45,28581,7925,40,40,"0","0"
220,"School Director NORTH HILLS (Vote For 4)","Annette Giovengo Nolish","D/R",5439,19.84,28581,7925,40,40,"0","0"
221,"School Director NORTH HILLS (Vote For 4)","Kathy A. Reid","Dem",3754,13.69,28581,7925,40,40,"0","0"
222,"School Director NORTH HILLS (Vote For 4)","Michael Yeomans","Rep",3325,12.13,28581,7925,40,40,"0","0"
223,"School Director NORTH HILLS (Vote For 4)","Joe Muha","Rep",3210,11.71,28581,7925,40,40,"0","0"
224,"School Director NORTH HILLS (Vote For 4)","Janet Lukac","Rep",3012,10.99,28581,7925,40,40,"0","0"
225,"School Director NORTH HILLS (Vote For 4)","WRITE-IN","",27,0.10,28581,7925,40,40,"0","0"
226,"School Director NORTHGATE (Vote For 4)","Christine King","D/R",1741,25.34,9597,2413,12,12,"0","0"
227,"School Director NORTHGATE (Vote For 4)","Jennifer McWilliams","D/R",1690,24.60,9597,2413,12,12,"0","0"
228,"School Director NORTHGATE (Vote For 4)","Amy Joy Robinson","D/R",1730,25.18,9597,2413,12,12,"0","0"
